"","Time","ABio","BBio","TotalDOM","DelBio","Turnover","NetGrowth","NPP","Rh","NEP","NBP","ToFPS","Scenario","ABio_sd","BBio_sd","TotalDOM_sd","DelBio_sd","Turnover_sd","NetGrowth_sd","NPP_sd","Rh_sd","NEP_sd","NBP_sd","ToFPS_sd","Burn","StandAge","Harvest","Rate","LiveC","ABioMgha","BBioMgha","TotalCMgha","TotalDOMMgha","NewTotalC","NBP_corrected","D","NEP_corrected","NPP_corrected","NetGrowth_corrected","ToFPSMgha","ToAirBurn","ToAirBurnMgha","NPPMgha","NEPMgha","NBPMgha","RhMgha","LiveCMgha","Year","HarvestIntensity","PH","ABio_CO2eha","BBio_CO2eha","Live_CO2eha","TotalDOM_CO2eha","TotalC_CO2eha","NPP_CO2eha","NEP_CO2eha","ToFPS_CO2eha","ToAirBurn_CO2eha","AvgFPS","AvgFPSMgha","AvgTotalCMgha","Percentage","ToFPS_m3ha","ToFPS_m3Total","ToFPS_m3harvested","X.1","X","Group.1","total_SingleFamilyHomes","total_MultiFamilyHomes","total_CommercialBuildings","total_ManufProds","total_Paper","total_Shipping","total_Repairs","total_Other","total_CO2eStorageinProducts","total_CO2eStorageInLandfillsandDumps","total_CO2eEmissionsfromLandfillandDumps","total_CH4EmissionsfromLandfillsandDumps_CO2e","total_CO2EmissionsfromLandfillsandDumps","total_BiogenicManufacturingEmissions","total_CradletoGateFossilEmissions_CO2e","Time.y","ToFPS.x","ToFPS.y","snagFPS","Total","sub1","sub2","r","yrly_landfill","yrly_biogenic","yrly_fossil","yrly_HWPflux","yrly_HWPfluxha","yrly_HWPfluxNoFossil","yrly_HWPfluxhaNoFossil","yrly_HWPflux_sub1","yrly_HWPfluxha_sub1","yrly_HWPfluxNoFossil_sub1","yrly_HWPfluxhaNoFossil_sub1","yrly_HWPfluxNoFossil_sub2","yrly_HWPfluxhaNoFossil_sub2","NSPCO2ehaNoFossil","NSPCO2ehaWithFossil","NSPCO2ehaNoFossilWithSub1","NSPCO2ehaNoFossilWithSub2","CumNSPCO2ehaNoFossil","CumNSPCO2ehaWithFossil","CumNSPCO2ehaNoFossilWithSub1","CumNSPCO2ehaNoFossilWithSub2","Baseline","NSPCO2ehaDiff","CumNSPCO2ehaDiff","ProductsCO2eha","LandfillCO2eha","TotalCO2eStorageha","TotalSystemCo2eha","TotalSystemMgha"
"1322",22,19789.46793375,5778.525605625,28056.195653625,9.7378905,602.618349875,51.349232875,653.965798,604.694124875,49.271655625,10.70238725,23.037027875,"PH60Plus_150LowBurn",12.6731960111903,3.70056788315027,10.0233476381347,3.58986826082362,0.385853504817452,0.104542203040821,0.335168457339188,0.345082568417044,0.605621503369339,0.629922800307547,0.136926083762937,"Burn",150,"PH60Plus","Low",25567.993539375,197.8946793375,57.78525605625,536.24189193,280.56195653625,53624.189193,33.2118474999952,38.569268375,71.7811158749952,676.475240749995,73.8568908749951,0.23037027875,15.5322405,0.155322405,6.76475240749995,0.717811158749952,0.332118474999952,6.04694124875,255.67993539375,2047,"60","Yes",725.6138242375,211.87927220625,937.49309644375,1028.72717396625,1966.22027041,24.8040921608332,2.63197424874982,0.844691022083333,0.689320574467551,23.313998255,0.23313998255,536.60775911885,0.333,1.12700102123184,45080.0408492735,338.438745114666,1961,23,22,82136.0481610054,5264.13807100822,22398.4891259753,33844.1336826551,45019.7958606949,5140.0795220715,67103.5457485572,43746.361673947,304652.592009812,122169.127268074,62632.2364871646,5533.56559488624,57098.6708947243,250045.519434579,117324.806069735,22,722197.94705,0,199283.25,9214.8119705,18245.32770159,12046.2284649216,10.5,5003.2766635224,11479.813397108,5386.486762803,21869.5768234334,0.546739420585835,16483.0900606304,0.41207725151576,3624.2491218434,0.0906062280460849,-1762.23764095961,-0.0440559410239902,4436.86159570879,0.11092153989272,1.53057642276651,1.39591425369644,1.98670961530626,1.83173213438955,46.1504988155445,43.2173786638011,56.0856830484772,52.710068534896,3.03554327999996,-1.50496685723345,-29.438233597789,7.6163148002453,3.05422818170185,10.6705429819472,1976.89081339195,539.152040015986
"1323",23,19796.765558125,5780.65656125,28079.01339275,9.42830575,602.23412,51.420019,653.653934625,605.2057155,48.4485665,9.75053975,23.10500125,"PH60Plus_150LowBurn",13.6266279300375,3.97897053856385,10.6940089477904,3.61566580323973,0.398441763689464,0.109198690102034,0.340121319531009,0.374705566917134,0.659977617253737,0.715628566848798,0.0835595141733204,"Burn",150,"PH60Plus","Low",25577.422119375,197.96765558125,57.8065656125,536.56435512125,280.7901339275,53656.435512125,32.246319124999,38.69802675,70.944345874999,676.150061374999,73.9159413749991,0.2310500125,15.5930255,0.155930255,6.76150061374999,0.70944345874999,0.32246319124999,6.052057155,255.77422119375,2048,"60","Yes",725.881403797917,211.957407245833,937.83881104375,1029.56382440083,1967.40263544458,24.7921689170833,2.6012926820833,0.847183379166667,0.692018211754265,23.313998255,0.23313998255,536.60775911885,0.333,1.1303263661269,45213.0546450761,339.437347185256,1962,24,23,85600.1911265057,5482.23648484746,23326.4805565186,35105.6373641157,45348.8217269181,5147.78686607481,69463.0734438828,45533.6140077866,315007.841742929,129513.374901411,67788.2940180389,6111.02631117552,61677.2677092861,261559.204785141,122727.186020222,23,722925.5279,0,201274.56075,9242.0008865,18299.16175527,12081.7716637301,10.5,5156.0575308743,11513.685350562,5402.379950487,22072.1228319233,0.551803070798082,16669.7428814363,0.416743572035907,3772.96107665328,0.0943240269163319,-1629.41887383372,-0.040735471845843,4587.97121770618,0.114699280442654,1.49253089829312,1.35747139953095,1.95000994217487,1.79457518988638,47.6430297138376,44.5748500633321,58.0356929906521,54.5046437247824,3.00547540333343,-1.5129445050403,-30.9511781028293,7.87519604357322,3.23783437253528,11.1130304161085,1978.51566586069,539.59518159837
"1324",24,19802.9795975,5782.471141125,28102.3714125,8.027518875,601.864383375,51.460381375,653.326027625,605.763200375,47.563238375,8.810160875,23.12443575,"PH60Plus_150LowBurn",14.1764744220296,4.13954803746171,10.6832315721263,3.68464868287112,0.412340895968768,0.113490680461561,0.362793959848125,0.360137612368215,0.660739973548535,0.701642421467057,0.11469373474979,"Burn",150,"PH60Plus","Low",25585.450738625,198.029795975,57.82471141125,536.87822151125,281.023714125,53687.822151125,31.3866390000039,38.7530775,70.1397165000039,675.902916875004,74.038533500004,0.2312443575,15.62864175,0.1562864175,6.75902916875004,0.701397165000039,0.313866390000039,6.05763200375,255.85450738625,2049,"60","Yes",726.109251908333,212.02394184125,938.133193749583,1030.420285125,1968.55347887458,24.7831069520835,2.57178960500014,0.8478959775,0.693598860335542,23.313998255,0.23313998255,536.60775911885,0.333,1.13127712685289,45251.0850741157,339.722860916785,1963,25,24,89041.2008038811,5698.55270461687,24246.8888990264,36345.9145587869,45640.0534523321,5154.59877183373,71771.98325748,47303.5911008229,325202.783730554,136912.703903706,73093.1556272351,6715.2444246899,66377.9112050834,273082.574572463,128134.110041995,24,722849.4866,0,202127.9689,9249.774555,18314.5536189,12091.9339315073,10.5,5304.8616091962,11523.369787322,5406.924021773,22235.1554182912,0.55587888545728,16828.2313965182,0.420705784912955,3920.60179939121,0.0980150449847802,-1486.32222238179,-0.0371580555595448,4736.29746501091,0.118407436625273,1.45748495975165,1.32231185920732,1.91534880022415,1.75978330803933,49.1005146735893,45.8971619225394,59.9510417908763,56.2644270328217,2.97273954999982,-1.51525459024818,-32.4664326930774,8.13006959326385,3.42281759759265,11.5528871908565,1980.10636606544,540.029008926938
"1325",25,19809.7064925,5784.43529025,28124.521754875,8.68811075,601.52118575,51.599168,653.123617375,606.266664875,46.856846,8.060121875,23.1292795,"PH60Plus_150LowBurn",13.8404086013439,4.04132674923869,9.9764199087892,3.63014200688423,0.400315003527747,0.119134932886822,0.356983463648849,0.323919049687276,0.616378039663865,0.675723869624406,0.0847814391833482,"Burn",150,"PH60Plus","Low",25594.14178275,198.097064925,57.8443529025,537.18663537625,281.24521754875,53718.663537625,30.8413864999966,38.796724125,69.6381106249966,675.904775499997,74.3835897499965,0.231292795,15.667444625,0.15667444625,6.75904775499997,0.696381106249966,0.308413864999966,6.06266664875,255.9414178275,2050,"60","Yes",726.355904725,212.0959606425,938.4518653675,1031.23246434542,1969.68432971292,24.7831751016665,2.55339738958321,0.848073581666667,0.695320931281198,23.313998255,0.23313998255,536.60775911885,0.333,1.13151408933027,45260.5635732107,339.7940208199,1964,26,25,92456.6694971384,5912.93484564912,25159.0678787427,37564.1661361618,45894.50822441,5159.88400275384,74028.9737247542,49055.0041106932,335231.20859572,144363.233157409,78542.2735309743,7345.6836322847,71196.5899012548,284608.358914665,133542.167006216,25,724335.03075,0,200836.24035,9251.712711,18318.39116778,12094.4676207515,10.5,5449.1179037392,11525.784342202,5408.05696422102,22382.9592101622,0.559573980254056,16974.9022459412,0.42437255614853,4064.56804238223,0.101614201059556,-1343.48892183879,-0.0335872230459698,4880.43462518971,0.122010865629743,1.43370390215348,1.29850247804795,1.89166368134798,1.73606559267227,50.5342185757427,47.1956644005873,61.8427054722242,58.000492625494,2.94649270666681,-1.51278880451333,-33.9792214975908,8.380780214893,3.60908082893522,11.9898610438282,1981.67419075674,540.456597479112
"1326",26,19816.43907375,5786.40121075,28146.26273525,8.6952405,601.171389875,51.892669125,653.0675745,606.75585925,46.31156125,7.3051365,23.4175505,"PH60Plus_150LowBurn",14.1552645646897,4.13334289442194,10.1859283385002,3.46367904244643,0.410404922969606,0.115822850410247,0.363447782534631,0.343940745388236,0.639080714552417,0.624863354368903,0.104096622371768,"Burn",150,"PH60Plus","Low",25602.8402845,198.1643907375,57.8640121075,537.4910301975,281.4626273525,53749.10301975,30.4394821250025,39.00642475,69.4459068750025,676.201766125002,75.0303762500024,0.234175505,15.58887425,0.1558887425,6.76201766125002,0.694459068750025,0.304394821250025,6.0675585925,256.028402845,2051,"60","Yes",726.6027660375,212.168044394167,938.770810431667,1032.02963362583,1970.8004440575,24.7940647579168,2.54634991875009,0.858643518333333,0.691833979348466,23.313998255,0.23313998255,536.60775911885,0.333,1.14561667726628,45824.6670906511,344.029032212096,1965,27,26,95897.0174446745,6128.67013545758,26077.0043916957,38783.7691641218,46193.2416821517,5180.94965506192,76282.9755812905,50815.3965310758,345359.024734577,151876.000318612,84131.0853551086,8001.79779014577,76129.287567499,296277.794955512,139017.627328526,26,734624.7897,0,202077.3604,9367.021501,18546.70257198,12245.2071076559,10.5,5588.8118241343,11669.436040847,5475.46032230998,22733.7081872913,0.568342704682282,17258.2478649813,0.431456196624532,4187.00561531127,0.104675140382782,-1288.45470699872,-0.0322113676749679,5013.04075732538,0.125326018933135,1.4230597427771,1.28617323471935,1.8867273070766,1.72918992046849,51.9572783185198,48.4818376353067,63.7294327793008,59.7296825459625,2.92451052666649,-1.5014507838894,-35.4806722814802,8.63397561836442,3.7969000079653,12.4308756263297,1983.23131968383,540.881269004681
"1327",27,19824.39755875,5788.724952,28165.94462075,10.27822875,600.872883625,51.98037075,652.857271625,607.1520725,45.70517725,6.633231125,23.444919625,"PH60Plus_150LowBurn",13.9441689529406,4.07168076783608,9.42454209345836,4.03035933090955,0.401358168380764,0.120376680684829,0.350975627944965,0.286680110732271,0.570351311990031,0.612963741870334,0.117105843946256,"Burn",150,"PH60Plus","Low",25613.12251075,198.2439755875,57.88724952,537.790671315,281.6594462075,53779.0671315,29.9641117499996,39.071946125,69.0360578749996,676.188130375,75.3152467499996,0.23444919625,15.6270265,0.156270265,6.76188130375,0.690360578749996,0.299641117499996,6.071520725,256.1312251075,2052,"60","Yes",726.894577154167,212.25324824,939.147825394166,1032.75130276083,1971.899128155,24.7935647804166,2.53132212208332,0.859647052916667,0.693527175567468,23.313998255,0.23313998255,536.60775911885,0.333,1.14695561004843,45878.2244019373,344.431114128658,1966,28,27,99315.8205698092,6342.73648420237,26987.8397369341,39983.546299479,46460.2762922142,5198.03252622406,78490.1062910743,52559.4109195144,355337.769294862,159447.557233314,89859.7509504238,8683.03632357559,81176.7146294493,307960.869066224,144499.486821299,27,735092.7926,0,202704.0813,9377.968739,18568.37810322,12259.5180811657,10.5,5728.66559531519,11683.074110712,5481.85949277302,22893.5991988002,0.572339979970006,17411.7397060272,0.435293492650681,4325.22109558025,0.108130527389506,-1156.63839719276,-0.0289159599298191,5152.22162486154,0.128805540621538,1.40250145386517,1.26545496654584,1.86671090644567,1.70898940589431,53.359779772385,49.7472926018525,65.5961436857465,61.4386719518568,2.8896960033335,-1.48719454946833,-36.9678668309485,8.88344423237155,3.98618893083285,12.8696331632044,1984.7687613182,541.300571268601
"1328",28,19831.72745625,5790.8652615,28185.90110575,9.466186375,600.5592445,52.010087,652.574036375,607.578854625,44.9952375,5.915952375,23.42333075,"PH60Plus_150LowBurn",13.5527741414803,3.95736284757081,8.50395008240866,4.47759524997239,0.400069004189153,0.121337835585088,0.348731863079101,0.261646695479705,0.513832935383543,0.523644556566155,0.105269634623427,"Burn",150,"PH60Plus","Low",25622.59271775,198.3172745625,57.908652615,538.084938235,281.8590110575,53808.4938235,29.4266920000009,39.079285125,68.5059771250009,676.084831750001,75.5255872500009,0.2342333075,15.655954375,0.15655954375,6.76084831750001,0.685059771250009,0.294266920000009,6.07578854625,256.2259271775,2053,"60","Yes",727.1633400625,212.331726255,939.4950663175,1033.48304054417,1972.97810686167,24.7897771641667,2.5118858279167,0.858855460833333,0.694810994177741,23.313998255,0.23313998255,536.60775911885,0.333,1.14589945452767,45835.9781811066,344.113950308608,1967,29,28,102704.568601792,6554.58451086761,27889.236250203,41159.8866002812,46686.5862523185,5209.27487152233,80643.1890629633,54282.4317776777,365129.758125302,167071.92249389,95724.3139426677,9388.97426075435,86335.3396843304,319633.184368424,149976.298132743,28,736386.66885,0,200546.5987,9369.3326755,18551.27869749,12248.2284320344,10.5,5864.5629922439,11672.3153022,5476.81131144398,23013.6896058878,0.575342240147196,17536.8782944439,0.438421957361097,4462.41090839785,0.111560272709946,-1014.40040304613,-0.0253600100761532,5288.64986240947,0.132216246560237,1.37865287637786,1.24173259359176,1.84243484381511,1.68485858717872,54.7384326487629,50.9890251954443,67.4385785295616,63.1235305390355,2.85152765333335,-1.47287477695549,-38.440741607904,9.12824395313255,4.17679806234725,13.3050420154798,1986.28314887715,541.713586057404
"1329",29,19839.111771875,5793.02155975,28205.238271,9.535406375,600.267592875,52.051862375,652.3252395,607.975772125,44.349346,5.2124145,23.444906125,"PH60Plus_150LowBurn",13.9050267253926,4.06028461301233,8.65379686556827,4.41357866837489,0.401245147513933,0.128295055385999,0.349037175022617,0.294671456734444,0.549612964335263,0.643615146121377,0.127404316303697,"Burn",150,"PH60Plus","Low",25632.133331625,198.39111771875,57.9302155975,538.37371602625,282.05238271,53837.371602625,28.8777791249959,39.1369315,68.0147106249959,675.990482749996,75.7228898749959,0.23444906125,15.692025375,0.15692025375,6.75990482749996,0.680147106249959,0.288777791249959,6.07975772125,256.32133331625,2054,"60","Yes",727.434098302083,212.410790524167,939.84488882625,1034.19206993667,1974.03695876292,24.7863177008332,2.49387272291652,0.859646557916667,0.696411824556437,23.313998255,0.23313998255,536.60775911885,0.333,1.14695494961108,45878.197984443,344.430915799122,1968,30,29,106071.141311611,6764.73256522354,28783.3994645174,42316.713405108,46889.1090168472,5218.80729566768,82750.7299688216,55988.7988684832,374783.432089268,174746.299741686,101720.207544475,10119.1690443688,91601.0384807398,331316.251396763,155458.154302369,29,736959.09745,0,200837.20795,9377.963054,18568.36684692,12259.5106493474,10.5,5995.8936018073,11683.067028339,5481.856169626,23160.8167997723,0.579020419994308,17678.9606301463,0.441974015753658,4592.44995285232,0.114811248821308,-889.406216773677,-0.0222351554193419,5419.44998079892,0.135486249519973,1.35548688260642,1.21844047836577,1.81969605377942,1.66197464884011,56.0939195313693,52.2074656738101,69.258274583341,64.7855051878756,2.82707054666648,-1.47158366406006,-39.912325271964,9.3695858022317,4.36865749354215,13.7382432957739,1987.77520205869,542.12050965237
"1330",30,19847.3714375,5795.433475375,28223.0630485,10.668373625,600.003158875,52.084682125,652.090938875,608.311036625,43.77984175,4.593234125,23.46687025,"PH60Plus_150LowBurn",13.4434830437695,3.92556344870945,8.49334719259908,3.43189635440408,0.390750679858045,0.136168584161989,0.338282851583286,0.32290445292674,0.535252694088516,0.649394019808728,0.154402583224872,"Burn",150,"PH60Plus","Low",25642.804912875,198.473714375,57.95433475375,538.65867961375,282.230630485,53865.867961375,28.4963587500024,39.186607625,67.6829663750024,675.994003000002,75.9908441250024,0.2346687025,15.719737375,0.15719737375,6.75994003000002,0.676829663750024,0.284963587500024,6.08311036625,256.42804912875,2055,"60","Yes",727.736952708333,212.499227430417,940.23618013875,1034.84564511167,1975.08182525042,24.7864467766668,2.48170876708342,0.860451909166667,0.697641682654478,23.313998255,0.23313998255,536.60775911885,0.333,1.14802946284428,45921.1785137713,344.753592445731,1969,31,30,109415.777180185,6973.20070102085,29670.4148418218,43454.4107021631,47071.0586484963,5227.10854042993,84813.8341204456,57678.6753197246,384304.480253084,182468.530631068,107843.773771333,10873.1447205006,96970.629031456,343010.262299083,160945.145488591,30,736644.6908,0,202030.0761,9386.747669,18585.76038462,12270.9944950954,10.5,6123.56622685801,11694.01090232,5486.991186222,23304.5683154,0.582614207885,17817.577129178,0.44543942822945,4718.80793077999,0.1179701982695,-768.183255442018,-0.0192045813860505,5546.58263408258,0.138664565852065,1.33862765619949,1.20145287654394,1.80327166581499,1.64540251857688,57.4325471875688,53.408918550354,71.061546249156,66.4309077064525,2.79935553333346,-1.46072787713397,-41.373053149098,9.6076120063271,4.5617132657767,14.1693252721038,1989.25115052252,542.523041051596
"1331",31,19855.181254375,5797.713903375,28240.990868125,10.088682875,599.72539675,52.117697125,651.8449495,608.676622625,43.16821525,3.903097875,23.495983,"PH60Plus_150LowBurn",13.4262362055677,3.92041470955923,8.59411724592465,3.6668165029295,0.379115213110608,0.140400174241895,0.334372935518074,0.342111367891284,0.548603127981889,0.553470156866319,0.118631319424599,"Burn",150,"PH60Plus","Low",25652.89515775,198.55181254375,57.97713903375,538.93886025875,282.40990868125,53893.886025875,28.0180645,39.265117375,67.283181875,675.9598045,76.2344077500002,0.23495983,15.769134375,0.15769134375,6.759598045,0.67283181875,0.280180645,6.08676622625,256.5289515775,2056,"60","Yes",728.023312660417,212.58284312375,940.606155784167,1035.50299849792,1976.10915428208,24.7851928316667,2.46705000208333,0.861519376666667,0.69983392069103,23.313998255,0.23313998255,536.60775911885,0.333,1.14945369600313,45978.1478401252,345.18129009103,1970,32,31,112739.912239954,7180.08693632736,30550.6992916476,44573.9042667113,47237.0498258597,5234.93334656387,86834.7216157834,59352.8792807859,393704.186996367,190237.193278523,114091.336160227,11650.1804759368,102441.155664902,354718.782152168,166438.944474605,31,738639.34685,0,201200.0492,9398.3939605,18608.82004179,12286.2193188495,10.5,6247.562388894,11708.519853085,5493.79898601401,23449.881227993,0.586247030699825,17956.082241979,0.448902056049475,4841.061186203,0.121026529655075,-652.73779981101,-0.0163184449952752,5669.86292312949,0.141746573078237,1.31831402534283,1.18096905069248,1.78353452638758,1.62546950831407,58.7508612129116,54.5898876010465,72.8450807755436,68.0563772147666,2.77057333666652,-1.45225931132369,-42.8253124604217,9.84260467490918,4.75592983196307,14.5985345068722,1990.70768878896,542.920278760624
"1332",32,19863.269079375,5800.07568625,28258.211889,10.448751875,599.480817125,52.140653,651.622139625,609.00962575,42.612477875,3.4016595,23.447772125,"PH60Plus_150LowBurn",14.437676434503,4.21583185192411,9.64231365857193,3.8654612301362,0.411472072112404,0.141842641344851,0.362404061203999,0.391854683559731,0.62764844481535,0.878015605241594,0.250610653813413,"Burn",150,"PH60Plus","Low",25663.344765625,198.63269079375,58.0007568625,539.21556654625,282.58211889,53921.556654625,27.6706287499983,39.210818375,66.8814471249983,675.891072874998,76.4102557499983,0.23447772125,15.76304625,0.1576304625,6.75891072874998,0.668814471249983,0.276706287499983,6.0900962575,256.63344765625,2057,"60","Yes",728.31986624375,212.669441829167,940.989308072917,1036.13443593,1977.12374400292,24.7826726720833,2.4523197279166,0.859751644583333,0.699563729805019,23.313998255,0.23313998255,536.60775911885,0.333,1.14709515801575,45883.8063206301,344.473020425151,1971,33,32,116030.0013659,7384.51381756444,31420.5194221729,45669.2539345312,47368.3672461859,5237.7979185598,88801.3307440119,61004.0538514,402915.838502489,198047.228668251,120459.666633277,12449.7495307562,108009.917083281,366403.27803221,171921.471081154,32,737382.75955,0,200528.23935,9379.109989,18570.63777822,12261.0100007274,10.5,6368.33047304999,11684.495880042,5482.52660654901,23535.352959641,0.588383823991026,18052.826353092,0.451320658827301,4964.71518142104,0.124117879535526,-517.811425127977,-0.0129452856281994,5791.81635236462,0.144795408809116,1.30143533928428,1.16437217412056,1.76570128373978,1.60796058930247,60.0522965521959,55.754259775167,74.6107820592834,69.664337804069,2.74300524666668,-1.44156990738239,-44.2668823678041,10.0728959625622,4.95118071670627,15.0240766792685,1992.14782068219,543.313042004232
"1333",33,19870.851365,5802.28954325,28275.568381625,9.79521075,599.21136925,52.1521865,651.363995375,609.33663275,42.027291125,2.6684075,23.530244,"PH60Plus_150LowBurn",14.9761572865176,4.37303176647288,10.026077437577,4.06214128526779,0.412583999522413,0.143580338201393,0.356750627884845,0.375853604098388,0.626212192601002,0.631431836595565,0.118284381639069,"Burn",150,"PH60Plus","Low",25673.14090825,198.70851365,58.0228954325,539.48709289875,282.75568381625,53948.709289875,27.1526352500005,39.358883625,66.5115188750005,675.848151625,76.6367823750005,0.23530244,15.828639625,0.15828639625,6.75848151625001,0.665115188750005,0.271526352500005,6.0933663275,256.7314090825,2058,"60","Yes",728.597883383333,212.750616585833,941.348499969167,1036.77084065958,1978.11934062875,24.7810988929167,2.43875569208335,0.862775613333333,0.702474762694078,23.313998255,0.23313998255,536.60775911885,0.333,1.15112978817083,46045.1915268333,345.684621072322,1972,34,33,119309.46328434,7588.0114483886,32286.3856852573,46751.4913145734,47504.7007924285,5244.81669941598,90736.9155229946,62645.0295539974,412066.814523005,205900.876438119,126944.504813808,13271.3804443378,113673.124350088,378128.871888572,177423.281424971,33,738981.4945,0,202228.4267,9412.099212,18635.95643976,12304.1357550467,10.5,6484.83818053101,11725.593856362,5501.81034381699,23712.24238071,0.59280605951775,18210.432036893,0.455260800922325,5076.28594094998,0.12690714852375,-425.524402867009,-0.0106381100716752,5906.29628184629,0.147657407046157,1.28102012846695,1.14347486987152,1.74691903946095,1.58862352234312,61.3333166806628,56.8977346450386,76.3577010987443,71.2529613264121,2.71571252333335,-1.4346923948664,-45.7015747626705,10.3016703630751,5.14752191095298,15.4491922740281,1993.56853290278,543.700508973485
"1334",34,19880.6683575,5805.15618325,28289.761107625,12.683914875,599.0269795,52.136559125,651.1627365,609.509063625,41.653705875,2.187109875,23.632238625,"PH60Plus_150LowBurn",15.7844750761116,4.60903280987889,10.527002420255,3.44372071732401,0.460143393607538,0.141436686963672,0.415232215228324,0.381304130053293,0.68954032189753,0.692922781593756,0.0940916540410509,"Burn",150,"PH60Plus","Low",25685.82454075,198.806683575,58.0515618325,539.75585648375,282.89761107625,53975.585648375,26.8763585000052,39.466596,66.3429545000052,675.852018125005,76.825038625005,0.23632238625,15.834357375,0.15834357375,6.75852018125005,0.663429545000052,0.268763585000052,6.09509063625,256.8582454075,2059,"60","Yes",728.957839775,212.855726719167,941.813566494167,1037.29124061292,1979.10480710708,24.7812406645835,2.43257499833352,0.86651541625,0.702728516343763,23.313998255,0.23313998255,536.60775911885,0.333,1.15611949635536,46244.7798542146,347.183031938548,1973,35,34,122581.839187733,7790.81361099703,33149.2927353595,47822.4362950729,47650.6467342438,5256.04660896891,92645.4734345016,64277.7655529679,421174.314376846,213801.268753732,133543.816393683,14114.5283568912,119429.288017356,389905.292703464,182948.940478679,34,743318.1726,0,201971.6134,9452.89786,18716.7377628,12357.4705204701,10.5,6599.31157987499,11776.420814892,5525.65905370799,23901.391448475,0.597534786211874,18375.732394767,0.459393309869174,5184.65368567497,0.129616342141874,-341.00536803302,-0.00852513420082551,6018.26187429688,0.150456546857422,1.27045317212059,1.13231169577789,1.73837161619059,1.57938993513234,62.6037698527834,58.0300463408165,78.0960727149349,72.8323512615445,2.68790793333348,-1.4174547612129,-47.1190295238834,10.5293578594212,5.3450317188433,15.8743895782645,1994.97919668535,544.08523545964
"1335",35,19889.891646875,5807.849395375,28304.465970375,11.9175035,598.83892525,52.113068,650.95046225,609.733394125,41.217180125,1.68163725,23.656879875,"PH60Plus_150LowBurn",16.6871848179125,4.8727201277025,11.1014353948283,4.64498607591423,0.487176072961021,0.147034339230313,0.43392897978961,0.399404687849107,0.714851443684039,0.718858961658802,0.111755791556255,"Burn",150,"PH60Plus","Low",25697.74104225,198.89891646875,58.07849395375,540.02207012625,283.04465970375,54002.207012625,26.6213642499933,39.535542875,66.1569071249934,675.890301249993,77.0513759999934,0.23656879875,15.878663,0.15878663,6.75890301249993,0.661569071249934,0.266213642499934,6.09733394125,256.9774104225,2060,"60","Yes",729.296027052083,212.954477830417,942.2505048825,1037.83041891375,1980.08092379625,24.7826443791664,2.42575326124976,0.86741892875,0.704694799242688,23.313998255,0.23313998255,536.60775911885,0.333,1.15732497798542,46292.9991194169,347.545038434061,1974,36,35,125833.475602549,7992.03434456439,34005.4709684669,48876.0212578357,47784.137963989,5265.75262901712,94514.5906044008,65894.8353338618,430166.318929456,221747.082964181,140256.000182179,14978.7136740306,125277.286488933,401693.992237837,188480.360876902,35,743909.4985,0,202365.89665,9462.7539515,18736.25282397,12370.3550731186,10.5,6712.18378849601,11788.699534373,5531.42039822301,24032.303721092,0.600807593027301,18500.883322869,0.462522083071725,5296.05089712203,0.132401272428051,-235.36950110098,-0.00588423752752451,6130.52824975042,0.15326320624376,1.25853637893534,1.12025086897977,1.72694269953459,1.56779525576331,63.8623062317188,59.1502972097962,79.8230154144695,74.4001465173078,2.6614011233333,-1.40286474439795,-48.5218942682813,10.7541579732364,5.54367707410452,16.2978350473409,1996.37875884359,544.46693423007
"1336",36,19898.12711125,5810.25408275,28320.099854,10.64195525,598.625266625,52.083556,650.706209125,610.0225295,40.68370425,1.079543375,23.680152125,"PH60Plus_150LowBurn",17.0961181268727,4.9920903605598,11.2669461498509,4.76864748653668,0.486683667647464,0.14511612344085,0.424413478923895,0.411255340725668,0.724909278401034,0.721440648247837,0.082514689355239,"Burn",150,"PH60Plus","Low",25708.381194,198.9812711125,58.1025408275,540.28481048,283.20099854,54028.481048,26.274035375005,39.604160875,65.878196250005,675.900725750005,77.275459125005,0.23680152125,15.92400875,0.1592400875,6.75900725750005,0.65878196250005,0.26274035375005,6.100225295,257.08381194,2061,"60","Yes",729.597994079167,213.042649700833,942.64064378,1038.40366131333,1981.04430509333,24.7830266108335,2.41553386250018,0.868272244583333,0.706707242871774,23.313998255,0.23313998255,536.60775911885,0.333,1.15846348637542,46338.5394550169,347.886932845472,1975,37,36,129064.288644388,8191.67239906208,34854.9149856031,49912.4488554816,47906.434132278,5274.25916460893,96344.9368845704,67496.2334723004,439045.188741002,229736.966768602,147078.301142792,15863.506869172,131214.794254069,413494.287201496,194017.222010457,36,745126.9128,0,202079.244,9472.061568,18754.68190464,12382.5226219717,10.5,6822.30096061301,11800.294963659,5536.86113355498,24159.457057827,0.603986426445675,18622.595924272,0.465564898106801,5404.77515318701,0.135119378829675,-132.085980367974,-0.00330214950919935,6240.07330230033,0.156001832557508,1.24326172152161,1.10484019318274,1.71212876913761,1.5528247870709,65.1055679532404,60.255137402979,81.5351441836071,75.9529713043787,2.6402623133333,-1.39700059181169,-49.918894860093,10.976129718525,5.74342416921505,16.7195538877401,1997.76385898107,544.84468881302
