"","Time","ABio","BBio","TotalDOM","DelBio","Turnover","NetGrowth","NPP","Rh","NEP","NBP","ToFPS","Scenario","ABio_sd","BBio_sd","TotalDOM_sd","DelBio_sd","Turnover_sd","NetGrowth_sd","NPP_sd","Rh_sd","NEP_sd","NBP_sd","ToFPS_sd","Burn","StandAge","Harvest","Rate","LiveC","ABioMgha","BBioMgha","TotalCMgha","TotalDOMMgha","NewTotalC","NBP_corrected","D","NEP_corrected","NPP_corrected","NetGrowth_corrected","ToFPSMgha","ToAirBurn","ToAirBurnMgha","NPPMgha","NEPMgha","NBPMgha","RhMgha","LiveCMgha","Year","HarvestIntensity","PH","ABio_CO2eha","BBio_CO2eha","Live_CO2eha","TotalDOM_CO2eha","TotalC_CO2eha","NPP_CO2eha","NEP_CO2eha","ToFPS_CO2eha","ToAirBurn_CO2eha","AvgFPS","AvgFPSMgha","AvgTotalCMgha","Percentage","ToFPS_m3ha","ToFPS_m3Total","ToFPS_m3harvested","X.1","X","Group.1","total_SingleFamilyHomes","total_MultiFamilyHomes","total_CommercialBuildings","total_ManufProds","total_Paper","total_Shipping","total_Repairs","total_Other","total_CO2eStorageinProducts","total_CO2eStorageInLandfillsandDumps","total_CO2eEmissionsfromLandfillandDumps","total_CH4EmissionsfromLandfillsandDumps_CO2e","total_CO2EmissionsfromLandfillsandDumps","total_BiogenicManufacturingEmissions","total_CradletoGateFossilEmissions_CO2e","Time.y","ToFPS.x","ToFPS.y","snagFPS","Total","sub1","sub2","r","yrly_landfill","yrly_biogenic","yrly_fossil","yrly_HWPflux","yrly_HWPfluxha","yrly_HWPfluxNoFossil","yrly_HWPfluxhaNoFossil","yrly_HWPflux_sub1","yrly_HWPfluxha_sub1","yrly_HWPfluxNoFossil_sub1","yrly_HWPfluxhaNoFossil_sub1","yrly_HWPfluxNoFossil_sub2","yrly_HWPfluxhaNoFossil_sub2","NSPCO2ehaNoFossil","NSPCO2ehaWithFossil","NSPCO2ehaNoFossilWithSub1","NSPCO2ehaNoFossilWithSub2","CumNSPCO2ehaNoFossil","CumNSPCO2ehaWithFossil","CumNSPCO2ehaNoFossilWithSub1","CumNSPCO2ehaNoFossilWithSub2","Baseline","NSPCO2ehaDiff","CumNSPCO2ehaDiff","ProductsCO2eha","LandfillCO2eha","TotalCO2eStorageha","TotalSystemCo2eha","TotalSystemMgha"
"161",11,20135.42281,5879.544023,27663.10658,54.91513125,619.2376451,41.83833525,661.082288,588.2248655,72.85059363,72.85059363,0,"NoHarvest150",8.76346251662321,2.55952311530527,7.89288563462916,3.505405004411,0.25367148834854,0.0655497412571672,0.232039915430575,0.319938288470363,0.51256149441367,0.51256149441367,0,"NoBurn",150,"NoHarvest","Low",26014.966833,201.3542281,58.79544023,536.78073413,276.6310658,53678.073413,94.3062060000011,0,94.3062060000011,682.531071500001,63.2934264000011,0,0,0,6.82531071500001,0.943062060000011,0.943062060000011,5.882248655,260.14966833,2036,"0","No",738.298836366667,215.583280843333,953.88211721,1014.31390793333,1968.19602514333,25.0261392883334,3.45789422000004,0,0,0,0,548.403611885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45789422000004,3.45789422000004,3.45789422000004,3.45789422000004,40.10871931,40.10871931,40.10871931,40.10871931,3.45789422000004,0,0,0,0,0,1968.19602514333,536.78073413
"162",12,20177.61851,5891.868251,27701.54157,54.50972725,619.7850395,41.24201575,661.0286614,589.4442558,71.58403363,71.58403363,0,"NoHarvest150",9.86652784879046,2.88106007735065,9.29708840282139,4.14881785104749,0.296276164814587,0.0464324735155944,0.284953859561959,0.366408688741947,0.624558248333569,0.624558248333569,0,"NoBurn",150,"NoHarvest","Low",26069.486761,201.7761851,58.91868251,537.71028331,277.0154157,53771.028331,92.9549180000031,0,92.9549180000031,682.399173800003,62.614134300003,0,0,0,6.82399173800003,0.929549180000031,0.929549180000031,5.894442558,260.69486761,2037,"0","No",739.846012033333,216.035169203333,955.881181236667,1015.7231909,1971.60437213667,25.0213030393334,3.40834699333345,0,0,0,0,548.403611885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40834699333345,3.40834699333345,3.40834699333345,3.40834699333345,43.5170663033335,43.5170663033335,43.5170663033335,43.5170663033335,3.40834699333345,0,0,0,0,0,1971.60437213667,537.71028331
"163",13,20220.71517,5904.450066,27738.23581,55.67135563,620.3645983,41.25255025,661.6273786,590.5569823,71.0718125,71.0718125,0,"NoHarvest150",9.90721755208426,2.89257354038233,9.47341059063321,3.98852965432636,0.292444942593905,0.0422341613328219,0.284871018407633,0.38619293657931,0.648898662803999,0.648898662803999,0,"NoBurn",150,"NoHarvest","Low",26125.165236,202.2071517,59.04450066,538.63401046,277.3823581,53863.401046,92.3727149999977,0,92.3727149999977,682.929697299998,62.5650989999976,0,0,0,6.82929697299998,0.923727149999977,0.923727149999977,5.905569823,261.25165236,2038,"0","No",741.4262229,216.49650242,957.92272532,1017.06864636667,1974.99137168667,25.0407555676666,3.38699954999992,0,0,0,0,548.403611885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38699954999992,3.38699954999992,3.38699954999992,3.38699954999992,46.9040658533334,46.9040658533334,46.9040658533334,46.9040658533334,3.38699954999992,0,0,0,0,0,1974.99137168667,538.63401046
"164",14,20264.31108,5917.18046,27773.1859,56.32993225,620.9301728,40.73437075,661.658743,591.5700209,70.08661075,70.08661075,0,"NoHarvest150",10.3785042471071,3.03002710884245,9.71766674759236,3.55948877943453,0.322117017014927,0.0468177999993202,0.313223707847334,0.380779624229658,0.663397242974067,0.663397242974067,0,"NoBurn",150,"NoHarvest","Low",26181.49154,202.6431108,59.1718046,539.5467744,277.731859,53954.67744,91.2763940000004,0,91.2763940000004,682.8464149,61.9162421000004,0,0,0,6.828464149,0.912763940000004,0.912763940000004,5.915700209,261.8149154,2039,"0","No",743.0247396,216.963283533333,959.988023133333,1018.35014966667,1978.3381728,25.0377018796667,3.34680111333335,0,0,0,0,548.403611885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34680111333335,3.34680111333335,3.34680111333335,3.34680111333335,50.2508669666667,50.2508669666667,50.2508669666667,50.2508669666667,3.34680111333335,0,0,0,0,0,1978.3381728,539.5467744
"165",15,20306.18992,5929.408977,27809.19282,54.10874738,621.4915034,40.14371163,661.6309495,592.6413551,68.99021775,68.99021775,0,"NoHarvest150",11.0962333866187,3.24059484255068,10.7208273333988,4.14938553516809,0.344239612423327,0.0494328561514122,0.334910128316648,0.425240150273844,0.721274390338716,0.721274390338716,0,"NoBurn",150,"NoHarvest","Low",26235.598897,203.0618992,59.29408977,540.44791717,278.0919282,54044.791717,90.1142770000006,0,90.1142770000006,682.755632100001,61.2641287000006,0,0,0,6.82755632100001,0.901142770000006,0.901142770000006,5.926413551,262.35598897,2040,"0","No",744.560297066667,217.41166249,961.971959556667,1019.6704034,1981.64236295667,25.034373177,3.30419015666669,0,0,0,0,548.403611885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30419015666669,3.30419015666669,3.30419015666669,3.30419015666669,53.5550571233334,53.5550571233334,53.5550571233334,53.5550571233334,3.30419015666669,0,0,0,0,0,1981.64236295667,540.44791717
"166",16,20347.34666,5941.427939,27845.07514,53.18238575,622.0206773,39.62648038,661.637445,593.6994651,67.938556,67.938556,0,"NoHarvest150",10.6658606962766,3.11408277582518,9.40493181021169,4.3395978070792,0.316040610348443,0.0572724692247679,0.30668573077423,0.341142795140063,0.600433051720963,0.600433051720963,0,"NoBurn",150,"NoHarvest","Low",26288.774599,203.4734666,59.41427939,541.33849739,278.4507514,54133.849739,89.0580219999974,0,89.0580219999974,682.757487099997,60.7368097999974,0,0,0,6.82757487099997,0.890580219999974,0.890580219999974,5.936994651,262.88774599,2041,"0","No",746.069377533333,217.852357763333,963.921735296667,1020.98608846667,1984.90782376333,25.0344411936666,3.26546080666657,0,0,0,0,548.403611885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26546080666657,3.26546080666657,3.26546080666657,3.26546080666657,56.82051793,56.82051793,56.82051793,56.82051793,3.26546080666657,0,0,0,0,0,1984.90782376333,541.33849739
"167",17,20387.72442,5953.217484,27880.79091,52.17790213,622.5267841,39.06345263,661.5801299,594.7459028,66.83288988,66.83288988,0,"NoHarvest150",11.2803515445893,3.29365720546143,9.28392918069136,3.51767892615953,0.330919636961145,0.0562636572980233,0.318154650205961,0.312409600057072,0.602557062240777,0.602557062240777,0,"NoBurn",150,"NoHarvest","Low",26340.941904,203.8772442,59.53217484,542.21732814,278.8079091,54221.732814,87.8830750000052,0,87.8830750000052,682.628977800005,60.1021937000052,0,0,0,6.82628977800005,0.878830750000052,0.878830750000052,5.947459028,263.40941904,2042,"0","No",747.5498954,218.28464108,965.83453648,1022.2956667,1988.13020318,25.0297291860002,3.22237941666686,0,0,0,0,548.403611885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22237941666686,3.22237941666686,3.22237941666686,3.22237941666686,60.0428973466668,60.0428973466668,60.0428973466668,60.0428973466668,3.22237941666686,0,0,0,0,0,1988.13020318,542.21732814
"168",18,20426.98192,5964.680112,27916.76161,50.7257465,623.0037343,38.59463513,661.5920488,595.803186,65.789219,65.789219,0,"NoHarvest150",11.5428568402975,3.37044035509192,8.78818703485413,4.88598088796886,0.335745761156098,0.0615401438112749,0.322012268454473,0.281226509396085,0.57631992550305,0.57631992550305,0,"NoBurn",150,"NoHarvest","Low",26391.662032,204.2698192,59.64680112,543.08423642,279.1676161,54308.423642,86.6908279999989,0,86.6908279999989,682.494013999999,59.4902796999988,0,0,0,6.82494013999999,0.866908279999989,0.866908279999989,5.95803186,263.91662032,2043,"0","No",748.989337066667,218.70493744,967.694274506667,1023.61459236667,1991.30886687333,25.0247805133333,3.17866369333329,0,0,0,0,548.403611885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17866369333329,3.17866369333329,3.17866369333329,3.17866369333329,63.2215610400001,63.2215610400001,63.2215610400001,63.2215610400001,3.17866369333329,0,0,0,0,0,1991.30886687333,543.08423642
"169",19,20465.51838,5975.932525,27952.58504,49.79331288,623.4629369,38.20078975,661.6607326,596.8426478,64.81743625,64.81743625,0,"NoHarvest150",13.2817859999565,3.87843415809183,10.2131912169546,4.44026188470322,0.405293606289635,0.0664729127901185,0.385091623522102,0.347682902899118,0.704771787796131,0.704771787796131,0,"NoBurn",150,"NoHarvest","Low",26441.450905,204.6551838,59.75932525,543.94035945,279.5258504,54394.035945,85.6123030000017,0,85.6123030000017,682.454950800002,58.9920139000017,0,0,0,6.82454950800002,0.856123030000017,0.856123030000017,5.968426478,264.41450905,2044,"0","No",750.4023406,219.117525916667,969.519866516667,1024.92811813333,1994.44798465,25.0233481960001,3.13911777666673,0,0,0,0,548.403611885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13911777666673,3.13911777666673,3.13911777666673,3.13911777666673,66.3606788166669,66.3606788166669,66.3606788166669,66.3606788166669,3.13911777666673,0,0,0,0,0,1994.44798465,543.94035945
"170",20,20505.24814,5987.533865,27986.20954,51.33826613,623.9469949,37.9748725,661.9144709,597.772749,64.14228825,64.14228825,0,"NoHarvest150",13.5330209813426,3.95145800542941,10.4368969837754,4.47106485111375,0.402790299501706,0.0684089587854201,0.378433577264016,0.368565796238388,0.703447467060534,0.703447467060534,0,"NoBurn",150,"NoHarvest","Low",26492.782005,205.0524814,59.87533865,544.78991545,279.8620954,54478.991545,84.9555999999939,0,84.9555999999939,682.728348999994,58.7813540999938,0,0,0,6.82728348999994,0.849555999999939,0.849555999999939,5.97772749,264.92782005,2045,"0","No",751.859098466667,219.542908383333,971.40200685,1026.16101646667,1997.56302331667,25.0333727966664,3.11503866666644,0,0,0,0,548.403611885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11503866666644,3.11503866666644,3.11503866666644,3.11503866666644,69.4757174833333,69.4757174833333,69.4757174833333,69.4757174833333,3.11503866666644,0,0,0,0,0,1997.56302331667,544.78991545
"171",21,20543.90077,5998.82037,28020.20145,49.94327413,624.3899459,37.58918338,661.9736445,598.7247211,63.24918813,63.24918813,0,"NoHarvest150",14.2352087851045,4.15653585001103,10.6813185864346,4.46910905897672,0.424001404477465,0.0752448056009035,0.39573991464406,0.373433617018318,0.720251112217522,0.720251112217522,0,"NoBurn",150,"NoHarvest","Low",26542.72114,205.4390077,59.9882037,545.6292259,280.2020145,54562.92259,83.9310450000048,0,83.9310450000048,682.655766100005,58.2658202000048,0,0,0,6.82655766100005,0.839310450000048,0.839310450000048,5.987247211,265.4272114,2046,"0","No",753.276361566667,219.9567469,973.233108466667,1027.4073865,2000.64049496667,25.0307114236668,3.07747165000018,0,0,0,0,548.403611885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07747165000018,3.07747165000018,3.07747165000018,3.07747165000018,72.5531891333335,72.5531891333335,72.5531891333335,72.5531891333335,3.07747165000018,0,0,0,0,0,2000.64049496667,545.6292259
"172",22,20580.02267,6009.367534,28056.31993,46.6723555,624.7950456,37.15486,661.9481764,599.7834273,62.16465213,62.16465213,0,"NoHarvest150",14.2328697475002,4.15597270001955,10.2401309393518,3.16453526608793,0.416532359930168,0.0848646464927652,0.38425239510217,0.341506913255443,0.673518602910098,0.673518602910098,0,"NoBurn",150,"NoHarvest","Low",26589.390204,205.8002267,60.09367534,546.45710134,280.5631993,54645.710134,82.7875439999989,0,82.7875439999989,682.570971299999,57.7759256999989,0,0,0,6.82570971299999,0.827875439999989,0.827875439999989,5.997834273,265.89390204,2047,"0","No",754.600831233333,220.343476246667,974.94430748,1028.73173076667,2003.67603824667,25.027602281,3.03554327999996,0,0,0,0,548.403611885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03554327999996,3.03554327999996,3.03554327999996,3.03554327999996,75.5887324133334,75.5887324133334,75.5887324133334,75.5887324133334,3.03554327999996,0,0,0,0,0,2003.67603824667,546.45710134
"173",23,20618.58228,6020.626835,28088.46853,49.81888963,625.250838,36.70017613,661.9509549,600.6238408,61.327179,61.327179,0,"NoHarvest150",13.6534400923311,3.98663477389082,9.90734289617953,4.09986076565639,0.413504705226537,0.0874119973228524,0.392977730363296,0.376663071207216,0.677189371541337,0.677189371541337,0,"NoBurn",150,"NoHarvest","Low",26639.209115,206.1858228,60.20626835,547.27677645,280.8846853,54727.677645,81.9675110000026,0,81.9675110000026,682.591351800003,57.3405138000026,0,0,0,6.82591351800003,0.819675110000026,0.819675110000026,6.006238408,266.39209115,2048,"0","No",756.0146836,220.756317283333,976.771000883333,1029.91051276667,2006.68151365,25.0283495660001,3.00547540333343,0,0,0,0,548.403611885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00547540333343,3.00547540333343,3.00547540333343,3.00547540333343,78.5942078166669,78.5942078166669,78.5942078166669,78.5942078166669,3.00547540333343,0,0,0,0,0,2006.68151365,547.27677645
"174",24,20658.41829,6032.25933,28118.07474,51.46695438,625.7175356,36.22187425,661.9407585,601.3503585,60.59057075,60.59057075,0,"NoHarvest150",14.7914067036194,4.31906944639501,11.0075763741981,4.03601531644169,0.438461239032747,0.0908000893667684,0.409560934871271,0.415833035706802,0.747839491822725,0.747839491822725,0,"NoBurn",150,"NoHarvest","Low",26690.67762,206.5841829,60.3225933,548.0875236,281.1807474,54808.75236,81.0747149999952,0,81.0747149999952,682.425073499995,56.7075378999951,0,0,0,6.82425073499995,0.810747149999952,0.810747149999952,6.013503585,266.9067762,2049,"0","No",757.4753373,221.1828421,978.6581794,1030.9960738,2009.6542532,25.0222526949998,2.97273954999982,0,0,0,0,548.403611885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97273954999982,2.97273954999982,2.97273954999982,2.97273954999982,81.5669473666667,81.5669473666667,81.5669473666667,81.5669473666667,2.97273954999982,0,0,0,0,0,2009.6542532,548.0875236
"175",25,20696.08926,6043.259072,28149.76292,48.66741325,626.1821205,35.87888038,662.0644728,602.2002036,59.86413863,59.86413863,0,"NoHarvest150",15.3160168988634,4.47228175306754,11.5909588195265,3.59933662243174,0.460486137088168,0.0976476863500772,0.435860680811613,0.433849122358645,0.794429817808143,0.794429817808143,0,"NoBurn",150,"NoHarvest","Low",26739.348332,206.9608926,60.43259072,548.89111252,281.4976292,54889.111252,80.3588920000038,0,80.3588920000038,682.559095600004,56.3769751000038,0,0,0,6.82559095600004,0.803588920000038,0.803588920000038,6.022002036,267.39348332,2050,"0","No",758.8566062,221.586165973333,980.442772173333,1032.15797373333,2012.60074590667,25.0271668386668,2.94649270666681,0,0,0,0,548.403611885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94649270666681,2.94649270666681,2.94649270666681,2.94649270666681,84.5134400733335,84.5134400733335,84.5134400733335,84.5134400733335,2.94649270666681,0,0,0,0,0,2012.60074590667,548.89111252
"176",26,20734.42124,6054.45194,28179.99745,49.5212135,626.6323306,35.74163338,662.3781003,602.9796729,59.39836838,59.39836838,0,"NoHarvest150",15.6010484185585,4.55553965518121,11.184319401441,4.11992000556941,0.476862238325402,0.108304865184116,0.436821624369759,0.38742220678572,0.734985280353088,0.734985280353088,0,"NoBurn",150,"NoHarvest","Low",26788.87318,207.3442124,60.5445194,549.6887063,281.7999745,54968.87063,79.7593779999952,0,79.7593779999952,682.739050899995,56.1067202999951,0,0,0,6.82739050899995,0.797593779999952,0.797593779999952,6.029796729,267.8887318,2051,"0","No",760.262112133333,221.996571133333,982.258683266667,1033.26657316667,2015.52525643333,25.0337651996665,2.92451052666649,0,0,0,0,548.403611885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92451052666649,2.92451052666649,2.92451052666649,2.92451052666649,87.4379506,87.4379506,87.4379506,87.4379506,2.92451052666649,0,0,0,0,0,2015.52525643333,549.6887063
"177",27,20769.29948,6064.636351,28213.74469,45.0580095,626.9872894,35.40424188,662.3961344,603.9428391,58.45333388,58.45333388,0,"NoHarvest150",15.649122983757,4.56958435347505,11.5888688936735,4.7643910221782,0.47441946971361,0.11595876316683,0.448195657563158,0.431048309676738,0.767101116430721,0.767101116430721,0,"NoBurn",150,"NoHarvest","Low",26833.935831,207.6929948,60.64636351,550.47680521,282.1374469,55047.680521,78.8098910000044,0,78.8098910000044,682.752730100004,55.7654407000044,0,0,0,6.82752730100004,0.788098910000044,0.788098910000044,6.039428391,268.33935831,2052,"0","No",761.540980933333,222.369999536667,983.91098047,1034.50397196667,2018.41495243667,25.0342667703335,2.8896960033335,0,0,0,0,548.403611885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8896960033335,2.8896960033335,2.8896960033335,2.8896960033335,90.3276466033335,90.3276466033335,90.3276466033335,90.3276466033335,2.8896960033335,0,0,0,0,0,2018.41495243667,550.47680521
"178",28,20805.95849,6075.340797,28244.15017,47.35880263,627.3817396,35.01056575,662.3978999,604.7304661,57.6674215,57.6674215,0,"NoHarvest150",15.7435093357709,4.5971241135098,10.8217730975193,2.7670885007686,0.467299368184998,0.114061270881914,0.442846272020452,0.37316703479041,0.707619629188425,0.707619629188425,0,"NoBurn",150,"NoHarvest","Low",26881.299287,208.0595849,60.75340797,551.25449457,282.4415017,55125.449457,77.7689360000004,0,77.7689360000004,682.4994021,55.1176625000004,0,0,0,6.824994021,0.777689360000004,0.777689360000004,6.047304661,268.81299287,2053,"0","No",762.885144633333,222.76249589,985.647640523333,1035.61883956667,2021.26648009,25.024978077,2.85152765333335,0,0,0,0,548.403611885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85152765333335,2.85152765333335,2.85152765333335,2.85152765333335,93.1791742566668,93.1791742566668,93.1791742566668,93.1791742566668,2.85152765333335,0,0,0,0,0,2021.26648009,551.25449457
"179",29,20842.022,6085.871351,28274.65803,46.58803863,627.8106158,34.65319288,662.4705164,605.5290753,56.9412935,56.9412935,0,"NoHarvest150",16.0690127740007,4.69216796473977,11.0153230461851,4.07319584573144,0.483404688628037,0.115455604162023,0.466088575178045,0.391121079251434,0.75175256389495,0.75175256389495,0,"NoBurn",150,"NoHarvest","Low",26927.893351,208.42022,60.85871351,552.02551381,282.7465803,55202.551381,77.1019239999951,0,77.1019239999951,682.630999299995,54.820383499995,0,0,0,6.82630999299995,0.77101923999995,0.77101923999995,6.055290753,269.27893351,2054,"0","No",764.207473333333,223.148616203333,987.356089536667,1036.7374611,2024.09355063667,25.0298033076665,2.82707054666648,0,0,0,0,548.403611885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82707054666648,2.82707054666648,2.82707054666648,2.82707054666648,96.0062448033333,96.0062448033333,96.0062448033333,96.0062448033333,2.82707054666648,0,0,0,0,0,2024.09355063667,552.02551381
"180",30,20878.12154,6096.412521,28304.36338,46.63685425,628.2237554,34.291894,662.5194911,606.2945716,56.22484988,56.22484988,0,"NoHarvest150",16.4712137740174,4.80961120060657,11.7952361147599,4.97791405900697,0.496791884840075,0.12106847842451,0.476318875913634,0.447711557979261,0.801152132198355,0.801152132198355,0,"NoBurn",150,"NoHarvest","Low",26974.534061,208.7812154,60.96412521,552.78897441,283.0436338,55278.897441,76.3460600000035,0,76.3460600000035,682.640631600004,54.4168762000036,0,0,0,6.82640631600004,0.763460600000035,0.763460600000035,6.062945716,269.74534061,2055,"0","No",765.531123133333,223.53512577,989.066248903333,1037.82665726667,2026.89290617,25.0301564920001,2.79935553333346,0,0,0,0,548.403611885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79935553333346,2.79935553333346,2.79935553333346,2.79935553333346,98.8056003366668,98.8056003366668,98.8056003366668,98.8056003366668,2.79935553333346,0,0,0,0,0,2026.89290617,552.78897441
"181",31,20914.06931,6106.909142,28333.48008,46.44245638,628.6186659,33.94037938,662.5614115,607.0340053,55.52736988,55.52736988,0,"NoHarvest150",17.5634441437031,5.12847951713915,12.5211913418496,3.53122219639296,0.51821189962409,0.131312853516334,0.482923824930103,0.439614591183586,0.808802239778899,0.808802239778899,0,"NoBurn",150,"NoHarvest","Low",27020.978452,209.1406931,61.06909142,553.54458532,283.3348008,55354.458532,75.5610909999959,0,75.5610909999959,682.595096299996,53.9764303999959,0,0,0,6.82595096299996,0.755610909999959,0.755610909999959,6.070340053,270.20978452,2056,"0","No",766.849208033333,223.920001873333,990.769209906667,1038.8942696,2029.66347950667,25.0284868643332,2.77057333666652,0,0,0,0,548.403611885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77057333666652,2.77057333666652,2.77057333666652,2.77057333666652,101.576173673333,101.576173673333,101.576173673333,101.576173673333,2.77057333666652,0,0,0,0,0,2029.66347950667,553.54458532
"182",32,20949.77526,6117.335486,28362.15702,46.13105975,629.0449815,33.58803963,662.6339979,607.7655981,54.86832925,54.86832925,0,"NoHarvest150",18.2359348923178,5.32488977338906,12.7853251430778,4.3364890385403,0.539771230495537,0.137977974217843,0.495524433494767,0.440133390212014,0.816886333117171,0.816886333117171,0,"NoBurn",150,"NoHarvest","Low",27067.110746,209.4977526,61.17335486,554.29267766,283.6215702,55429.267766,74.8092340000003,0,74.8092340000003,682.5748321,53.5298506000004,0,0,0,6.825748321,0.748092340000003,0.748092340000003,6.077655981,270.67110746,2057,"0","No",768.1584262,224.302301153333,992.460727353333,1039.9457574,2032.40648475333,25.0277438436667,2.74300524666668,0,0,0,0,548.403611885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74300524666668,2.74300524666668,2.74300524666668,2.74300524666668,104.31917892,104.31917892,104.31917892,104.31917892,2.74300524666668,0,0,0,0,0,2032.40648475333,554.29267766
"183",33,20985.03941,6127.632523,28390.66072,45.55976838,629.4658126,33.22741875,662.6941413,608.4651444,54.22892088,54.22892088,0,"NoHarvest150",18.6303158531119,5.44006191143387,13.422880892637,3.65179393806068,0.550367732882604,0.144039018095382,0.489880438789793,0.473740410800646,0.828665772980909,0.828665772980909,0,"NoBurn",150,"NoHarvest","Low",27112.671933,209.8503941,61.27632523,555.03332653,283.9066072,55503.332653,74.0648870000005,0,74.0648870000005,682.5300314,53.0642188000004,0,0,0,6.825300314,0.740648870000005,0.740648870000005,6.084651444,271.12671933,2058,"0","No",769.451445033333,224.679859176667,994.13130421,1040.99089306667,2035.12219727667,25.0261011513333,2.71571252333335,0,0,0,0,548.403611885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71571252333335,2.71571252333335,2.71571252333335,2.71571252333335,107.034891443333,107.034891443333,107.034891443333,107.034891443333,2.71571252333335,0,0,0,0,0,2035.12219727667,555.03332653
